Review,Cosin Similarity
"Tony, Fala and Simu had an absolutely phenomenal performance in this fantastic movie. It's so nice to see more representation of different cultures. This movie did for the Asian community what Black Panther did for the African American community.The action scenes were one of the best of the ANY marvel movie. The choreography was by far the best in any Marvel movie. This movie felt like Ip Man with a mythical story added to it. The action was impeccable. The story was unique and wasn't very generic. I love that Simu does his own stunts too.Marvel NEVER ceases to amaze me. We need more company like this *cough cough Warner Bros and Sony cough cough*So thankful we're getting two more!",0.5991878995344276
"Didn't have high hope before going in because neither Simu nor Awkwafina was a superhero movie casting material, and Mandarin is a very controversial villain of choice, but I was pleasantly surprised on how good Shang-Chi was.The chemistry between Simu and Awkwafina was exceptional, and Tony Leung's casting of Not-Mandarin aka Xu Wenwu was not just amazing, but one of the best villains Marvel has ever seen. It's a villain whose motivation is actually both believable and relatable. Oh, and the actual ""Mandarin"" was also a comical gold.Plus, fighting scenes were absolutely amazing. First half's martial art scenes were on par with some martial arts classics and later half of, well, typical Marvel CGI stuff were quite of eye candies.Sure, there were few less developed character arcs like Shang-Chi's sister but overall, this is an excellent movie that won't disappoint you.",0.5975451796596847
"I saw ""Shang_Chi and the Legend of the Ten Rings"", starring Simu Liu-Taken_tv, Kung Fu Cops; Awkwafina-Jumanji:The Next Level, Ocean's Eight; Tony Chiu_Wai Leung-The Grandmaster, Hard Boiled and Michelle Yeoh-Star Trek:Discovery_tv, Mechanic:Resurrection.This is the first Asian Marvel super hero movie that is based on a minor-not as well known-character. I grew up loving 'The Master of Kung Fu' because of the martial arts aspect and still have the original comic books. FYI: Shang_Chi was originally based-visually-on Bruce Lee. Paul Gulacy-one of the artist at the time-even drew Shang_Chi to look like Bruce Lee. They also made changes-mainly because of political correctness-to his origin story. Originally, Shang_Chi was the son of Fu Manchu, a racially insensitive character. But now, it has been changed to be the son of The Mandarin, an old Iron Man villain. In the comics, The Mandarin had 10 rings on his fingers but here it has been changed to rings on his forearms. These rings shoot energy force bolts and Tony also calls his evil organization, 'The Ten Rings'. Simu plays Shang_Chi and Tony is the Mandarin. In this origin story, you learn what caused their estrangement and why Tony is wanting so badly to reconnect. Awkwafina plays Simu's best friend that tags along on Simu's adventures with glimpses into his past & present life-and lots of fantastic martial arts-and Michelle play's Simu's aunt. If you like The Eagles, you'll probably enjoy the connection to 'Hotel California'. There are several cameos, including a couple of Avengers. As the end credits start, there is a scene and another one at the very end so don't leave too early.It's rated ""PG-13"" for action, violence and language and has a running time of 2 hours & 12 minutes.I really enjoyed this movie and would buy it on Blu_Ray.",0.5975451796596846
"This movie is a blast and then some. It is, just like Black Panther was, a Marvel movie and it's own thing at the same time. It brings a much needed freshness to MCU. The story is about Shang-Chi, a Kung Fu fighter, who is forced to confront his past after being drawn into the Ten Rings organization. Is this the same Ten Rings organization from Iron Man and Iron Man 3? I'll let the movie explain.Director Destin Daniel Cretton successfully blends in his culture in the Marvel format, but also keeps it real, authentic and most importantly communicates a very personal story effectively. At the heart of it, this is a movie about a dysfunctional family dealing with their family drama. I'm not going to talk about what the drama is as that will be a spoiler. But with that drama comes some of the best Kung-Fu fights I've seen on the big screen in a long time.Simu Liu as Shang-Chi and Awkwafina as his best friend are well known stars, but after this movie they will be upgraded to superstar status. They were brilliant in the movie and were yin to each other's yang. Where Simu Liu brought the punches, Awkwafina brought. The punchlines. They complimented each other to create the perfect balance. Another character that left an impression on me is Tony Chiu-Wai Leung as Shang-Chi's father. The love-hate relationship between him and Shang-Chi is relatable and just so heartbreaking.Rest of the star cast is also brilliantly casted and this movie has some of the best written supporting characters. The core group consists of Fala Chen as Shang-Chi's mother who is the soul of this movie, Meng'er Zhang as his sister who is just as much of a kick ass as Shang-Chi and Michelle Yeoh as his aunt who becomes his guide and teacher. There is also a surprise character in the movie that I loved, but I am not going to talk about it and spoil it for you guys.This is a Marvel product so you know that the VFX & CGI are industry best. Adding to that are the beautiful Cinematography and the fast paced Camera Work. Each and every fight sequence is meticulously handled and spectacularly choreographed. You have seen some of the bus fight scenes in the trailer, but there are other high stake fight scenes that will also leave you breathless.You knew you were going to watch this movie when it came out. My review is just to tell you that yes, it is everything you expected and wanted it to be. I personally never doubted Kevin Feige. Now go watch this movie and let it knock your socks off.P. S. - This movie has a mid-credit scene and a post-credit scene, so make sure you catch those.",0.5939491699103612
"A Marvel Legend has risen and it only took 40 years to become an overnight sensation.""Kim's Convenience"" star Simu Liu breathes life into the title character who's changed his birth name to Shaun.What a stretch when you don't want to be found by your estranged dad, Xu Wenwu otherwise known as The Mandarin, played by Tony Chiu-Wai Leung (in his first American film) who has more rings than Ringo Starr or the Olympics.What can I say this guy loves his bling.Rapper/Actor Awkwafina is his BFF, Katy.Together Shaun goes out of his way to avoid bringing back the dead with his wisecracking ""Crazy Rich Asian"" girlfriend in tow.Simu was so intent of getting this gig that back in 2018 he tweeted Marvel for the role.Kung Fu fans are in for a solid 2 hour plus fight spectacular, which doesn't stop too long to draw breath.This movie never gets boring.It's Action, Adventure and Fantasy all rolled into one thrill ride straight out of the Marvel Universe.I kind of half expected 80's Singer, Limahl to crank out ""Never Ending Story"" in the final act of this epic movie thanks to one of the legendary creatures hiding out in a mythical village not unlike Shangri-La from 1937's classic ""Lost Horizon"".Car maker BMW clearly have a product placement deal with Producer, Kevin Feige.They are driven, crushed or smashed in every automobile scene.Hawaiian Director, Destiny Daniel Cretton, best known for ""Just Mercy"" and ""The Glass Castle"" does a marvellous job with the Screen Play and Screen Story he helped write based on the source material from Marvel Comics Steve Engelhart and Jim Starlin.This movie idea has been floating around since the 80's when the late Stan Lee wanted Bruce Lee's son, Brandon to play the lead, but that plan fell through.Australia actually played a huge part in this movie finally being produced despite World War C's best attempt in 2020 to shut down production.Watch out for: Michelle Yeoh plus Aussies Ronnie Chieng, Lynette Curran and Lydia Sarks (from the Toyota Commercials) as the hilarious Flight Attendant.Like all good Marvel movies there is an Easter Egg worth waiting for before the cinema lights come on and the curtains close on the big screen.And just like the movie this review doesn't mention the title till the final frame, ""Shang Chi and the Legend of the Ten Rings"".Do yourself a favour and take the family to see the 25th film in the Marvel Cinematic Universe which is full of surprises and cameos.MCU's first with an Asian leading Superhero Protagonist!",0.5939192528236894
"You could be mistaken for reading the title and thinking I was being sarcastic.Thankfully,I'm not. Just wow. I've been longing for that wow factor from the cinema since cinemas have reopened and this film gave me everything I wanted.Take away the fact that I am biased towards Marvel movies (guilty) this however is just a fanboy loving that Marvel have delivered once again, by that I mean top tier movies in the realms of Black Panther, Thor 3, GOTG, Infinity wars, Spider-Man just to name a few.From not having any major comic runs, to coming to our screens with this is jaw dropping movie, I can only show nothing but pure joy. From the culture, the mythical folklore, the mix of past/present and let's not forget the secret garden this film expands on the Marvel universe once again with an even deeper history.This film gave me real belly laughs, real emotional moment, a fantastic soundtrack to match this is a genuine winner for this year and Spider-Man may have his hands full beating what I can only describe as the best introduction to a unknown character since BP/GOTG. Shang-Chi needs to be a new staple in the Marvel franchise with new stories moving forward. Not to mention that fantastic performance from Simu Liu which has genuinely made me yearn for more of his portrayal!What an absolute treat and I've only watched it twice with a third viewing feeing more needed as the days go on.5 star all day, every day. Bravo!",0.587248624541748
"Some of the best action scenes yet, great backstory and character development, one of the best MCU ""Villians"" yet, overall very refreshing and enjoyable.",0.5866890605200672
"Shang-chi, the most disloyal man in MCU: he has 10 rings for 10 wives.Phase 4 continues with a new blockbuster with an all main Asian cast. Having escaped from his father, Shang-chi was forced to face his past and embrace his true self.Is this movie good? The answer should be no, despite how much people overhyped this. However, I did enjoy the fight choreography and beautiful visuals. This honestly doesn't mean a lot, considering that this is a Marvel's project. The cast did an okay job themselves, and some comedic moments land.If you actually take this movie seriously and don't get distracted by all the colors and actions on the screen, it should be clear that this was an overhyped, mediocre at best Marvel movie. It's not bad like Captain Marvel, but it's not good. There is barely any depth to the story. This type of story was done like a gazillion times, and this movie didn't add a lot into the tropes. The progression was formulaic, and you already know what the end would look like from the beginning.Our main character, Shang-chi, again, was typical and bland. The actor wasn't necessarily bad, it's just that the writers didn't try hard enough to make the character more compelling or special. Also, the dude just randomly knew how to crazy stuff near the end, despite never wear the ten rings himself before.Also, in typical Marvel fashion, the phenomenon of ""OH I know that person from somewhere else"" (*insert Leonardo DiCarpio's pointing meme*) was used as another distractor. Sometimes it's good and all, but remember that this made no impact on how good a movie is.Which directs your attention to the post-credit scenes. Again, another overhype train from people. Reality is: they aren't that special.Overall, just calm down people. A mediocre Marvel hero movie. Doesn't mean it's a bad movie. 6.5/10.",0.5859989592574776
"Shang Chi has a hallmark of being a big budget film, but it missed the mark in its attempt to be simultaneously an Asian martial arts film and a marvel film.On the positive side, the animations and the choreography are really well-done, and they demonstrate significant amount of planning and thought. However, the film lacks coherence as it intertwines sharply opposing scenes from a fight club in Macau to a peaceful fantasy Chinese village to downtown San Francisco. Comedy is used to punctuate the film, but they feel very out of place in a movie about a Chinese American aiming to kill his father, an idea that is so opposed to the ordinary Chinese-American worldview that the film should deserve more gravity. The costumes evoke a feeling of the characteristically ineffective attempt by Hollywood to mix Eastern and Western styles. In the village scene, bright artificially-coloured clothes contrast with the natural objects surrounding them (wood statues, old temples, trees, and magical creatures).Additionally, the movie is somewhat cliché, unrealistic, and illogical. The back story is one involving a long-vanquished evil threatening to come back, and the true vanquisher of such evil already lays under a a lake and (presumably) would have prevented the evil from coming back even without the protagonist's help. The side character predictably must be the one who saves the village at the critical moment despite having no prior training in archery whatsoever. Have I become too grown up to appreciate such a storyline? Marvel cannot simply hide its shoddy plot work by pre-empting the critics in the bar scene. Every major scene in the movie have significant similarity with some previous movies. The fight ring was in spiderman; the village was in Kungfu Panda; Fights in buses and scaffoldings have been done countless of times before.So what's new? What makes this movie special? On a martial arts standpoint, it pales in comparison to Tony Leung's previous films. On an ""Asian empowerment"" standpoint, it lacks authenticity and its fantastical nature prevents any serious message from being conveyed. Indeed, the viewers are left wondering whether this movie champions the family or the freedom from it.The characters development is also lackluster. They were the ones who scorn social expectations and the ones who wish to have fun. How did they transition to people who will risk their lives to protect a village?Overall, Shang-Chi seems to disappoint.5/10.",0.5833001626007788
I was not expecting to enjoy this movie as much as I did. I'm a sucker for a good martial arts movie and for traditional oriental music but we saw what happened the last time Marvel tried to do martial arts... (Iron Fist)This movie is without question in my top 5 Marvel movies! The action is incredibly choreographed and there is not an overabundance of it. The score is beautiful and I have found myself listening to it regularly since I saw this film. Character development is top notch. All of these things needed to make a great movie is wrapped into a nice package sprinkled with that Marvel charm we have come to love over the years. I can't stress how much you need to see this movie.,0.5833001626007787
"Shang-Chi and the Legend of the Ten Rings is an entertaining albeit formulaic popcorn Marvel film that's part-family drama and part-kung fu adventure that is raised by Tony Leung's villainous performance as Wenwu. It delivers a solid introduction to an Asian American superhero while paying tribute to Chinese martial arts films.First off, it's very pleasing to see the warm reception Shang-Chi has received across the world. It's a phenomenon to see English-speaking audiences intensely cheering for a subtitled film that has large portions in Mandarin. Back in my university days, the average Western filmgoer typically would not see a foreign subtitled movie on the account of not wanting ""to read a movie."" Look at how much the world has changed now.The first half of Shang-Chi plays much stronger. The San Francisco bus sequence is reminiscent of a Hollywood big-budgeted version of 90's Jackie Chan films set in Western locales, like Rumble in the Bronx, Who Am I or First Strike.The fight choreography moves from hard fisticuffs towards fantastical wuxia, and plunges into more and more CGI. The former is more engaging with Shang-Chi being caught in the wrong place at the wrong time in a real setting.Simu Liu does a solid job as Shang-Chi and has impressive moves. Like an athlete, he sells the hits and moves swiftly when performing parkour. Liu grew on me throughout the movie, much to the aid of the always-charismatic Awkwafina as his best friend Katy. They share a charming banter as if they were doubling as their own R2-D2 and C-3PO.The film's MVP is Tony Leung, who approaches his role with an award-worthy intensity, injecting a depth and gravitas to his villain that elevates the film to another level.I was amazed by the depth Leung achieved through his scenes. The scene that struck me was a flashback where Tony Leung's Wenwu comes home through his door and gives a look of concern to his own family. In that one glance, Leung portrays a completely different person in contrast to the villain in the present. His performance cut right through me and I felt I was watching someone suffer.It is unfortunate as Wenwu is undercut by the script introducing a second villain late in the second half, which diminishes Leung's character. Wenwu is established as an immortal who's fought for power through the ages, yet there's a lack of wisdom in his latter actions that felt unconvincing.Shang-Chi's third act takes a strange turn into mythic realms and loses the gravitas that was promised in the first act. The story shifts into a westerner's stereotypical view of China. We get the straw hats, the rice paddy village that looks Cambodian, and the constant mention of dragons. With a CGI-infused finale spectacle, the movie then exhausts all the good will earned from the first half.Shang-Chi is entertaining Marvel fare that will be remembered best as a cultural zeitgeist icon for Asian American representation. However, as a film, I don't feel the need to revisit it anytime soon. When I will, it will be for the San Francisco section and Tony Leung scenes.I am Asian, not Asian American. I'm happy for other Asian Americans who feel represented by Shang-Chi. I personally do not feel that representation from this film and am fine with that. Looking at the film itself, I admit Shang-Chi is one great step in the Asian American representation fight. However, it's apparent there's still a heck of a long way to go...",0.5792633827421736
"Today I watched the movie ""Shang Chi and the Legend of the Ten Rings."" Overall I quite enjoyed it, but there are a few things I believe could have been done better.First of all there are the characters. Shang Chi himself I believe was lacking when it came to his personality. Both Xialing and Katy had traits that were simple, interesting, and easy to follow. Throughout the film Shang Chi goes from being a less extreme version of Katy to a less extreme version of Xialing. This causes him to be forgettable, as there is a more interesting character with the same personality in the film at all times. It would have been nice to see some of his own traits that are unique and fresh.I think the development of the main heroes could have been more evenly spread across the whole film, as the only noticeable changes I witnessed were after they had reached the village.I think it is also important to talk about Shang Chi's father. He was a very three dimensional character and I really enjoyed his interactions with his son during their final fight. The only thing I would have liked to change about him would be to see him be affected by his old age, surely being around for so long would give him some sort of wisdom. Something that confused me was whether or not he was supposed to be redeemed in the end, as the way other characters felt about him was very inconsistent. While this could have been a fun concept to explore, seeing how his children felt about him and how unsure they were, it was not done correctly. Their feelings changed quickly and it was not shown to us enough for it to be something the audience recognised.The next thing I would like to talk about are the rings. They were confusing, inconsistent, and not explored enough. The abilities the rings possessed were not clear. In one scene Xu Wenwu will take down an army, then lose to one woman. Though she was aided by her powers, many of the moves Xu Wenwu showed during the opening could have been used in many other situations during the film. The rings are built up to be something that can grant you god like powers, but they end up being underwhelming. It does not make sense that Xu Wenwu is not able to take down the Ta Lo army. The people of Ta Lo possess abilities granted to them by the great protector but these powers are never explained or shown. While not all things have to be explained, this movie had too many questions left unanswered. While the after credits scene alluded to an explanation of the rings' origins, I am looking at this movie as a standalone project. None of the magic is given an explanation, that includes the rings and the great protector.My third point will be the plot and the execution of the whole film. The plot was not well done. Many of the points were rushed and introduced very out of nowhere. These points include the introduction of Trevor and Morris. It was a little too convenient that they met someone who just happened to live with something from Ta Lo, and just happened to be able to understand it, and was also willing to help them. Another thing would be the exposition. A few times during this film I felt as if a book was being read to me. There are better ways to tell a backstory than for a character to tell it to us directly. The death of Shang Chi's mother also seemed very random. It seemed as if it was not thought about at all. The gang that killed her was never mentioned before, and they were nor important to the plot in any way, so much so that they were shown to be killed not much after. I also feel it would have been better for Shang chi and his friends to stay in Ta Lo for longer until his father shows up. This is because it would give Katy time to learn about the bow and arrow much more realistically.The climax, which would be when the dweller in darkness appears. The dweller is, like the rings, built up to be something very powerful and ends up being underwhelming. Everything slightly before and after this was rushed, such as the introduction of the gate, which, like many things, was shown through a voice over. It had not been shown before this and we were not given the time to actually think about the dangers it may possess. The appearance of the great protector was also very random and, again, underwhelming.Lastly, the ending. It also made no sense for Shang Che to be able to defeat the dweller that easily, as his father, who had a thousand years to master them, was not able to. If he was also aided by the power of the dragon, this should have been stated. I do think the scene of everyone honoring the dead was done well, and was important for showing how much was sacrificed during the battle.Many of the problems I talked about could have been fixed with better timing, the right foreshadowing, better exposition, and more consistency. All in all I really enjoyed this film, though that may seem a little contradictory with how much I criticised it. I would recommend this film for anyone who enjoys cool action and cool visuals, also if you're looking for fun female characters. I would rate this movie a 7/10.",0.5765762658820675
"Serviceable. That's the word that came to my mind as I left the theatre. Not sure if that's a great pull-quote for the BluRay release, but it'd be mine.Don't get me wrong, I liked this. I had fun and found few things, if at all, that I disliked. But since this is basically Black Panther Jr, it made me appreciate Chadwick Boseman's Similar Origin Story WAAAY more.I had to think about that when I got out of this. Why did I suddenly think the average rating I gave to Black Panther was better than this and then it hit me: Simu Liu can't act nor does he have charisma. Chadwick Boseman on the other hand, had both talents IN SPADES.In fact, Black Panther's entire cast, including the villain, had both: better acting and 100x more charisma. But, again, the actors here gave it their all. No one was bad necessarily, well except for the lead.Meek valet driver Shaun gets attacked on his San Francisco bus commute to work and unbelievably fights back leading to his BFF & world via viral video knowing this mild-mannered passenger is anything but. So, off he goes to save his sister he believes is in danger from their evil dad. And a place in the world, and Avengers, he will find.I know the lead actor/title character from a TV show I just discovered: Kim's Convenience. Yes, Simu Liu's drop-dead gorgeous, but I never really got the impression he was a great actor on the show. I'd hope with a big screen movie he had to carry on his shoulders he'd suddenly show his depth. Nope. If anything, I know less of his talent than I did with the 1st season of his show I've seen so far.Now, his costars? Another story. I loved his Dad played by Tony Chiu-Wai Leung, definitely his BFF Katy by Awkwafina and I'll always love Michelle Yeoh, Ronny Chieng, Benedict Wong and the one who stole the whole movie and my favorite character: Trevor Slattery. (Don't look him up if you don't know who he is. Just take my word for it: he was the best and funniest character of this movie by a landslide.)And speaking of laughs, normally I don't like when they overload Marvel movies with humor. Both Iron Man 3 and Thor: Ragnarok were 80% comedies, 20% action - which is not the ratio I want my Superhero movies to be. Here, in Shang-Chi, it's toned down a ton and funny when used.The special effects were fine, the pacing was just right, the action was acceptable and I liked the heart shown in the third and best act of the feature. I would recommend it, but it's definitely in the lower half of the 25 MCU movies.Stay for the two end-credit scenes. They actually made them relevant to this movie's plot/Shang-Chi universe.***Final Thoughts: NO SPOILERS, but the best line was from Mr. Liu, himself: ""I'm not Korean!"" he laughs at his own joke. Taken out of context to avoid spoilers, but I wonder if anyone else caught this meaning. He's really Chinese but he plays a Korean in his TV show. I wonder if they threw that in if he ever got slack from his television portrayal. Either way, I thought it was hilarious.",0.5764283705200356
